DCODE,DNAME,TEACHER,INST_AID,INST_SUP,GUIDANCE,LIB_SPEC,LIB_SUPP,LEA_ADM,LEA_SUPP,SCH_ADM,SCH_SUPP,STU_SUPP,OTH_SUPP,SE_INSTR,SE_SUBJ,SE_CONS,SE_AID,SE_SUPP,SE_OTH,CT_TEACH,CONS,LEA_DIR,COORD,SUPERVSR,SCH_DIR
47902,Charyl Stockwell Academy,49.6,,,,,,0.1,,3.11,7.6,8,15.9,5,,0.2,1,0.7,2,,,,,,4.85
47903,FlexTech High School,9.5,0.67,0.5,1,,,0.1,0.5,1,1,,1,2,,,,0.7,0.1,,,,,,
48040,Tahquamenon Area Schools,37,4.2,,1,,,3.8,0.04,1.8,3,,14.71,4.8,1.4,,1.5,,1,,,2,,,0.2
49010,St. Ignace Area Schools,33.12,7.98,,1,,,0.72,0.42,1.5,4.61,1.42,12.83,0.5,1.33,,2.44,,,,,,,,
49020,Bois Blanc Pines School District,1,0.8,,,,,0.11,,,,,,,,,,,,,,,,,
49040,Les Cheneaux Community Schools,17.13,,,1,,,1.27,0.03,0.55,2,0.01,3.26,1,,,,,,,,,,,
49055,Engadine Consolidated Schools,14.59,1,0.17,0.14,,,0.75,,0.75,2,1.1,6.42,2,,,4,0.4,,0.14,,,,,0.1
49070,Moran Township School District,6,1,,,,,1,,,1,,2.4,1,,,,,,,,,,,
49110,Mackinac Island Public Schools,8.28,,,,,,1,,,1,,1.75,1,,0.33,,,3.5,,,,,,
49901,Three Lakes Academy,7.71,1,,,,,0.5,,,0.65,,2.87,1,,,,,,,,,,,
50000,Macomb ISD,,2.3,13,1,,1,14,9.1,40,61.8,9,232.1,164,12.9,49,231,77.5,17,,,8,,,
50010,Center Line Public Schools,120.67,23,,5,,4,5.7,2.4,9.4,26.02,1.52,57.97,3.42,8.38,6.15,11,3.8,,1.64,,3.1,,,1
50020,East Detroit Public Schools,166.98,18,,8,2,6,2.55,2,12.05,23.3,3,91.99,20.1,11.65,5,12,7,,3,,2.4,,,
50030,Roseville Community Schools,212.55,21.02,8.42,5,,,5,7.5,16,41.76,12,100.63,17.86,21.99,16.48,17,6,,7.6,,4,,,
50040,Anchor Bay School District,243.97,53.77,1,4,,8,3.5,12.75,20.2,30.05,14.27,157.39,2.6,25.8,8.7,24.44,6,1,6.14,,5.3,,,
50050,Armada Area Schools,88.55,7.35,,3.33,1.25,,4,4,7.25,13.87,5.44,34.72,4.9,1.2,3.8,5.3,0.9,,2.8,,3.75,,,1.87
50070,Clintondale Community Schools,85.65,1,,3,,,1.05,2,8.85,17.08,3.5,41.83,6,9.4,8,5,5.5,,14.9,,0.6,,,1
50080,Chippewa Valley Schools,690.9,85.79,7.23,22.8,2,14.52,20.01,2.6,50.01,108.58,88.12,256.92,27.8,47.1,35.3,14.1,23.71,25.3,13.2,,5,,,2
50090,Fitzgerald Public Schools,121.8,6.62,3,5,2,1.32,3,5.33,9.5,14.99,8.13,49.16,22,,4.6,9.88,7.2,,4,,3,,,
50100,Fraser Public Schools,245.73,20.12,3,6,2,,5,3,17.4,31.37,26.6,99.17,17,9,14.3,27.55,10.59,,4.6,,3.9,,,1
50120,Lake Shore Public Schools (Macomb),164.44,19.49,2,5,5,1,2.95,2,8.8,24.73,0.81,105.25,16.75,0.75,10.25,14.39,7,,4,,2.67,,,
50130,Lakeview Public Schools (Macomb),167.37,22.02,1,5,,,3,2,9.42,17.55,16.31,33.79,9,8,8,6.06,5.5,,2.68,,1.98,,,
50140,L'Anse Creuse Public Schools,467.31,131.67,12,15.8,,2,11,4,46.3,93,43.89,243.7,16.84,58.65,16.31,40,18.7,,14.83,,5,,,5
50160,Mount Clemens Community School District,52.73,,1.1,1,,1,3,0.2,5.05,2.61,2.24,25.56,,16.56,2,,5,,0.51,,3.45,,,
50170,New Haven Community Schools,50,14.18,0.6,1,,,2.75,1,5.05,11,7.07,51.69,3.16,9.35,4.74,11.65,3,0.2,1.33,,,,,0.1
50180,Richmond Community Schools,66.72,7,1,3,,1,0.9,1,5.1,10.05,1.5,21.63,2,4.3,5.8,7,2.2,,0.6,,1.5,,,1
50190,Romeo Community Schools,225.97,19.76,3.75,8,4,2.64,3.15,2,14.97,25.48,2.5,114.71,13.76,18.44,7.8,20.92,5,,6.25,,5.75,,,2
50200,South Lake Schools,93.54,3,2,4,0.9,3,3.47,2,6,15.08,18.88,25.74,6.85,5.15,2.8,,5,2.2,2.35,,2.55,,,
50210,Utica Community Schools,1184.02,96.81,6.2,34.9,,1,19.04,11,94.55,142.41,21.83,501.9,65.6,94.05,39.15,161.86,24.5,0.17,40.2,,21.95,,,
50220,Van Dyke Public Schools,106.25,20,,4,,,7.3,1,11,19.5,3.5,52,1,26.25,5,21.5,8.5,1,1,,3.2,,,
50230,Warren Consolidated Schools,667.1,24.85,14,27,20.1,,14,6,48.6,97.9,33.68,303.52,42.6,31.2,43.1,,26.6,32.33,14,,15,,,1
50240,Warren Woods Public Schools,137.61,9.14,2.5,6.2,2.15,,8.1,3,12.85,27.23,7.99,78.99,26.36,3.64,11.34,27,13.05,3.5,9.72,,3,,,
50901,Macomb Academy,,,,,,,1.9,,0.1,2.4,26,1,8,,,,,,,,,,,
50902,Conner Creek Academy East,54.43,7.3,,1,,,0.9,2,7.6,5.45,1,16.45,7,,,1.46,1.4,,,,,,,2
50903,Huron Academy,33.06,7.65,,,,,0.2,,2,3,,15.9,1,,1.8,,1.5,,,,,,,2.5
50904,Global Preparatory Academy,11,4.5,,,,,0.1,,0.6,1,2.5,0.5,1.5,,,,,,,,,,,
50905,Arts Academy in the Woods,16.47,,,1,,,1.1,,,1.5,1.1,2,2,,,,0.8,1,,,,,,
50906,Merritt Academy,28,5,,1,,,1.75,,2,3.5,3,1,5,,1.5,,,,,,,,,
50908,Mt. Clemens Montessori Academy,20.5,11.43,,,,,0.1,,2.1,1,,4.45,1,,1,,2,,,,,,,0.9
50909,Prevail Academy,29.03,4.28,,,1,,4.01,,,2.34,,7.49,3,,1,0.97,2,,,,,,,
50911,Academy of Warren,41.6,9.96,,,,1,0.2,1,3,4.93,1.7,9,3,,,,1,,,,,,,
50912,Reach Charter Academy,33,3.37,,,1,,4.21,,,2.35,0.81,8.43,3,,1,2.6,1.2,,,,,,,
50913,Noor International Academy,10.16,1.94,0.02,,,,0.74,,0.32,0.89,2.41,1.8,,0.6,0.11,,0.01,,,,0.03,,,0.5
50914,Macomb Montessori Academy,5,,,,,,0.2,,1,1,,,,,,,,,,,,,,
50915,Rising Stars Academy,,,,,,,0.05,,0.5,1,,0.7,3,,,2,,,,,,,,0.45
50916,Success Mile Academy,12,,,,,,1,,1,1,2,1,1,,,,,,,,,,,
51000,Manistee ISD,,,,,,,1.2,,2.6,9.3,,6.5,2,3,9.95,11,9.3,6.3,,,1,,,2
51020,Bear Lake Schools,14.74,4.65,,0.33,,,0.44,0.44,2.2,2.1,1,9.38,0.83,,,,,,,,,,,3.62
51045,Kaleva Norman Dickson School District,24.54,10.22,,1,,,1.56,0.56,1.11,2.67,5.91,19.15,3,,,1,,,,,,,,1.05
51060,Onekama Consolidated Schools,19.18,6.95,,0.5,,,0.75,0.87,1.1,2.63,2.4,18.38,3,,,1.6,,,,,0.2,,,1.15
51070,Manistee Area Public Schools,65.8,17.98,3,1.5,0.5,,2.1,1,6.6,6.8,5.7,37,7.7,,,,,,,,2,,,0.5
51903,Casman Alternative Academy,6,1,,,,,,,1,1,,0.5,1,,,,,,,,0,,,1.1
51905,Michigan Great Lakes Virtual Academy,,,,,,,1,,,,,,,,,,,,2,,,,,
52000,Marquette-Alger RESA,2,0.34,5.88,,,,4,0.75,31.14,14.57,3.83,5.1,3.33,,7.22,5.71,7.86,0.27,,,0.29,,,5
52015,NICE Community School District,63.73,6.5,,2,,,2,,3.51,7.47,5.37,24.13,4.7,5,2,8.94,,,,,1,,,0.8
52040,Gwinn Area Community Schools,51.6,7,1,2,,,2.1,1,4,6.5,0.75,17.37,8.5,4,2,13.5,,,,,2,,,
52090,Negaunee Public Schools,73.94,15.59,,3,,,3,2,8.5,10.05,4.55,37.58,6.04,2.33,2,13.11,,,2.76,,,,,1.25
52100,Powell Township Schools,4.97,0.82,,,,,0.51,,,1,0.93,2.23,0.71,,,0.32,,,,,,,,
52110,Republic-Michigamme Schools,13.16,1.11,,0.17,,0.44,0.79,,,1.87,0.02,4.08,1,,,0.8,,,,,,,,0.1
52160,Wells Township School District,2.16,,,,,,0.64,,,,0.92,1.35,,,,,,,,,,,,
52170,Marquette Area Public Schools,135.86,10.66,,6.53,,3.32,5,3.1,11.35,15.98,2.05,59.91,20.6,6.5,7.2,43.02,3.77,1.7,4.66,,4,,,1
52180,Ishpeming Public School District No. 1,37.07,4.63,,1.33,,,4.1,1,2.2,5.32,6.63,9.65,4.17,1.17,,11.72,,1.36,1.67,,2.3,,,
52901,North Star Academy,19.6,2,,0.8,,0.2,0.9,,2,2,,2.13,2.42,,,5,,,,,0.1,,,
53000,West Shore Educational Service District,11,5.5,2.5,1,,,4.5,1,11.51,11.08,2.43,20.87,12.5,,17.08,29.42,17,5.06,9.31,,5,,,
53010,Mason County Central Schools,66.5,16,,1,,,1.95,1,3.1,9.47,15.71,29.06,4.25,0.85,,,3.5,7.59,0.2,,4.3,,,1.5
53020,Mason County Eastern Schools,23.39,4.02,,,,0.3,2.2,,1,4.65,2,7.89,0.8,,,1.52,0.5,,,,1,,,
53040,Ludington Area School District,95.99,23.44,3.47,4,,1.75,2.99,2,8.51,14.6,11,27.79,3.1,9.9,,11.52,0.5,,,,,,,0.5
53900,Mosaica Online Academy of Michigan,4.5,,,,,,,,0.3,,,,,,,,,,,,,,,
54000,Mecosta-Osceola ISD,21.61,23.52,5,,,,6.3,1,2,11.5,6.2,23.48,9,9.44,25.35,36.35,23.35,3.6,13,,4,,,
54010,Big Rapids Public Schools,77.4,26.75,,1.08,,1,2.85,1,5.75,9.3,9.68,31.93,5.8,1.4,,3.5,,1,,,4.4,,,
54025,Chippewa Hills School District,101.75,26.1,1,2.5,,,3.25,1,5.95,13.25,2,52.12,4.7,10.05,,12.75,,,,,1.4,,,1.65
54040,Morley Stanwood Community Schools,49.3,19,1,1,,,1,,2.15,7.5,2,30.35,8.2,,,10,2,,,,1.35,,,0.9
54901,Crossroads Charter Academy,43.82,9.89,,,,,3.1,1,3.98,7.06,,18.61,1.6,3.4,,3.14,,,,,2.6,,,
55000,Menominee ISD,,,2,,,,1.25,2,2,5,2.5,10,2,1,7.5,1.25,4.25,7.5,,,2,,,
55010,Carney-Nadeau Public Schools,13.84,3.03,,,,0.75,0.83,1,0.25,2,1.11,8.99,2,,,2.56,,,0.16,,0.11,,,
55100,Menominee Area Public Schools,75.62,3.5,1.2,0.83,,1.9,3.1,1,4,8.75,13.83,32.95,9.83,,,,,15.44,,,0.9,,,
55115,North Central Area Schools,27.3,3.56,,0.5,,,1.25,2,1.75,2,,10.44,2.6,,,,,,,,,,,1
55120,Stephenson Area Public Schools,35.2,5.99,,1,,,1.92,1,1.08,2,1.36,16.06,3,,,8,,,,,,,,
55901,Nah Tah Wahsh Public School Academy,20,,,1,,,,,2.25,,,,2,,,,,,1,,,,,
56000,Midland County Educational Service Agency,,0.5,2,,,,4.99,1,6.97,13.41,6,3.75,12,14,20.5,111.1,14.35,9,,,1,,,
56010,Midland Public Schools,346.33,30.37,8.73,8,,0.2,6.8,3,39.4,52.37,37.46,156.57,47.3,19.4,10,98.85,15.4,1,3.3,,2,,,
56020,Bullock Creek School District,88.6,13.44,,4,1,0.6,2.01,1.01,6.14,13.41,7.85,40.72,6,5,1.33,17.08,1,3.75,,,2.93,,,
56030,Coleman Community Schools,34,12.34,,1,,,1.4,1,2,4,2,22.25,3,,,1.65,0.5,1.7,,,1.5,,,
56050,Meridian Public Schools,62.02,6.95,0.7,1.5,,1.32,4,0.82,6.9,7.37,2.05,48.56,6.4,2,1,3.38,2,,,,0.2,,,1
56901,Windover High School,3.02,1.16,0.2,0.45,,,0.4,0.1,1.3,1.8,1.5,,0.55,,,,,,,,,,,
56902,Midland Academy of Advanced and Creative Studies,16.26,,0.2,0.32,,0.15,0.25,,0.7,2.9,,4.03,,,,,,,,,1.2,,,
56903,Academic and Career Education Academy,5.78,0.64,,,,,1.05,,0.95,0.85,0.85,,0.51,,,,,,,,,,,
57020,Lake City Area School District,57.25,7.48,1.5,3,1,,1.86,1,3.14,8.88,7.24,26.1,3.99,2,,2,,,,,,,,
57030,McBain Rural Agricultural Schools,48.31,6.58,2,,,1,1,0.63,2.49,5,2.86,26.77,3.01,0.6,,5.84,,,,,,,,
58000,Monroe ISD,7.78,19.83,3,1,,0.1,19.99,3,21.91,23,12.7,57.27,19,57.18,16,107.5,47.5,11.8,0.5,,5,,,1
58010,Monroe Public Schools,242.02,62.25,4.2,9.01,,1,5,5,26.4,31.81,24.94,267.9,25.1,1.75,9.15,46.63,,,13.4,,5,,,
58020,Airport Community Schools,117.08,3.51,1,2.8,1,,2,1,8.02,15.8,7.5,30.31,9.7,,6.2,12.68,3.5,,1.8,,,,,2.6
58030,Bedford Public Schools,194.06,27.78,5,6.2,0.4,0.5,3.1,1.25,10,42.7,18.25,102.79,3.4,16.1,5,24.32,,,9.25,,10.25,,,1
58050,Dundee Community Schools,71.92,1,1,1,0.99,,2.1,1,4.4,9.5,19.55,47.85,2.7,2.3,,1,,,,,2,,,
58070,Ida Public School District,71.01,1.22,2,2,,2.06,2.5,1,5,9.17,3.53,51.87,4.5,2.32,4.8,10.63,1,,,,1,,,
58080,Jefferson Schools (Monroe),99.6,8.3,3,3,,4,2.7,1,7.65,14.4,1.25,63.68,1.05,11.15,3.9,12,3,,2.9,,2,,,
58090,Mason Consolidated Schools (Monroe),62.89,9.38,3,2.8,,,2.95,1,5.3,8,4.32,22.26,6,,0.5,6,,,,,0.5,,,
58100,Summerfield Schools,31.69,7.3,0.09,1,,,1.1,,2,4.3,1.92,21.07,0.83,1.17,0.66,3,,,,,0.33,,,0.22
58110,Whiteford Agricultural School District of the Counties of Lenawee and Monroe,34.69,4.45,,1.5,,0.51,2,0.9,2.29,3.23,1.67,13.79,1.77,2,,1,,,0.33,,0.77,,,
58901,New Bedford Academy,7,,,,,,0,,1,1,3.85,2.94,1,,0.25,,,,,,,,,
58902,Triumph Academy,32.91,6.05,,,0.9,,4.01,,,2.34,,5.5,2,,1,,1,,,,,,,
59000,Montcalm Area ISD,3.72,4.99,3.45,,,,7,2,5,10.5,3.1,26.18,7,17,17.15,37.59,16.98,8.89,13,,1,,,
59020,Carson City-Crystal Area Schools,45.9,12.16,1.1,1.9,,,4.35,,2.85,8.25,1.47,26.66,2.3,2.6,0.6,0.97,2,3.83,,,0.1,,,
59045,Montabella Community Schools,40.46,4.23,,1,,,2.4,,1.8,4.39,0.78,15.41,3.68,2,1.1,,1.5,8.13,,,2.5,,,
59070,Greenville Public Schools,159.8,30.4,1,5,1,4,2.9,,10.4,22.56,8.27,52.63,10.77,16.93,4.8,19.58,7,,1,,7,,,
59080,Tri County Area Schools,101.16,14.06,1.63,1.4,1,1,5.75,0.5,5.11,13.65,3.26,49.76,9.8,5,3,11.05,3.75,,,,1,,,1
59090,Lakeview Community Schools (Montcalm),60.65,0.25,1,2.4,,,1,1,3.95,5,3.5,33.74,6,4,2,1.5,1,,,,,,,1
59125,Central Montcalm Public Schools,78.1,8.53,,3,,,2.25,1,5.2,11.62,3.58,31.93,3.5,6,1.6,5.99,1,,,,,,,0.1
59150,Vestaburg Community Schools,31,,,2,,,3.72,2,1,2,9,15.11,3,1,,,,,,,,,,
59901,Threshold Academy,8,,,,,,1.05,,0.95,1,4,4.6,2,,,,0.5,,,,,,,
60010,Atlanta Community Schools,12.95,7.36,0,,0.17,,0.33,1,0.49,2.92,0,6.65,1.32,,,,,,,,1,,,
60020,Hillman Community Schools,29,,,,,,1.32,1,1.1,5,3.13,11.74,1.67,1.34,,,,,,,1,,,0.62
61000,Muskegon Area ISD,4,13.56,8.55,1,,1,6,6.25,20,31.15,3.6,43.17,20,,4.25,,7,66.1,20,,7,,2,1
61010,"Muskegon, Public Schools of the City of",203.78,77.74,4,6.5,2,3,6.9,4,24.3,26.17,24.54,116.3,16.8,25.18,13.28,44.46,12,,,,3,,,
61020,Muskegon Heights School District,,,,,,,,,,,,,,,,,,,,,1,,,
61060,Mona Shores Public School District,184.07,4,0.8,5,2,0.43,3,2.63,11,23.41,1,77.66,3,3,15.9,39.6,5,,0.5,,1.8,,,
61065,Oakridge Public Schools,92.61,5.2,1,3,1,,2.2,0.75,6.75,12.57,5.85,47.95,2.13,10.09,2.8,7.48,1.72,,,,2,,,1.25
61080,Fruitport Community Schools,133.75,16.9,3,6,,4.2,2.5,1,9.15,16.71,13.53,73,8.9,15.4,7.1,20.6,9.6,2.6,,,3.61,,,3.29
61120,Holton Public Schools,42.1,2,1,1,,,2.1,,2,6.03,5.17,26.48,5,1,,7.23,1,0.4,,,1.5,,,
61180,Montague Area Public Schools,64.05,6.18,0,2.43,,1.86,,3,3.54,4.81,2.03,20.35,6,3,2.45,8.26,1.6,0.88,2,,3.7,,,1.7
61190,Orchard View Schools,137.5,56.77,,5,1,,13,1,1,14.5,9.25,72.8,,,2,,3,,,,,,,1
61210,Ravenna Public Schools,45.37,9.29,2,,,,2.5,1,6,6.25,1.09,27.61,4,4.05,1,5.58,3,,1.01,,0.05,,,1.5
61220,Reeths-Puffer Schools,174.17,0.1,,5,1,2,7,1.25,10.68,21.25,8.23,81.17,16.1,10,7.1,,10.3,33.62,,,7.12,,,
61230,North Muskegon Public Schools,48.6,7.27,,1.6,,1,1,,3.5,6.5,0.9,11.5,3.5,2.75,0.85,,0.8,,,,,,,1
61240,Whitehall District Schools,118.1,29.75,1,2.9,,,2.2,2,7.6,28,14.03,44.28,7.37,5.23,0.6,,5,5.7,,,1.05,,,0.4
61900,Muskegon Montessori Academy for Environmental Change,4,2,,,,,0.2,,0.5,1,,,0.62,,,,,,,,,,,
61902,Timberland Academy,31.11,4.34,,,0.9,,4.02,,,2.51,,6.29,3,,1,2.43,2.25,,,,,,,
61904,Three Oaks Public School Academy,19,4,,,,,0.2,,1,2,,9.5,1.5,,,,1,,,,,,,
61905,Muskegon Heights Public School Academy,60.5,,1,2,,,5.4,2.5,7,6,8,39,5,,8.2,8,6,5,,,1.6,,,
62000,Newaygo County RESA,15.2,41.6,,2,,,1,2.4,8,11.7,2.7,35.2,3.2,,20.4,12,10.4,1.6,15.6,,4,,,3
62040,Fremont Public School District,93.78,32.5,1,3.8,,2,1,1,6,12.56,3.79,61.03,16.17,,,22.76,,,,,3.5,,,
62050,Grant Public School District,83.81,17.48,1.82,1,,0.96,2.3,0.8,5,8.65,5.88,32.51,6,3,,10.93,4,1.38,,,3.5,,,2.3
62060,Hesperia Community Schools,56.5,10.45,1,1.5,,1,1.4,,3.6,7.55,3,21,5,1,,9.41,,,,,,,,
62070,Newaygo Public School District,73.65,26.85,1,2,,,2,1,7.2,7.15,3.64,33.38,5.8,1,,,,,,,,,,
62090,White Cloud Public Schools,43.24,13.89,,1,,,0.9,0.5,4.1,6.6,4.75,20.35,3.6,4.88,0.17,9.34,,1,,,,,,1
62470,Big Jackson School District,4,,,,,,0.1,,0.1,0.9,,1.5,,,,,,,,,,,,
63000,Oakland Schools,22.77,29.58,52.7,4,,0.83,28.16,17.3,98.52,86.95,30.51,176.73,,,11.66,,6.33,5.05,66.69,,17.33,,,1
63010,Birmingham Public Schools,472.32,86.11,3.25,16.5,14.5,9.75,16.97,10.91,51.49,62.84,12,317.91,38.85,24.8,14,116.7,29.3,,,,5,,,
63020,Ferndale Public Schools,164.1,20,2,8,0.6,0.5,4,2,11.88,38.08,15.12,95.49,6,9.5,4.5,23.5,5.97,3,,,6,,,1
63030,Pontiac City School District,177.49,85.78,,6,2,1,6,2.02,15.7,35.8,84.55,102.62,40,4,1.5,38,12,1,,,,,,
63040,School District of the City of Royal Oak,237.4,8.3,1,6.8,1,6,3.5,4.46,14.7,32.55,1,135.29,9.9,15.6,12,33.07,15.7,5.02,2.4,,3,,,1
63050,Berkley School District,227.83,8.18,4,9.7,7,1,7.6,5.46,19.2,27.21,5.13,134.58,29.5,,7.5,62.31,12.1,,1,,2.5,,,
63060,Southfield Public School District,364.9,37,,16,3.8,,15.3,4.12,53.82,36.75,4.1,217.75,49.9,,20.5,43,15.6,,2,,7,,,
63070,Avondale School District,171.29,30.15,1.9,6,,4,3.8,1,10.6,19.15,2,96.32,22.34,4.87,7,8,9.49,3,1.8,,0.4,,,
63080,Bloomfield Hills Schools,330.59,48.78,7.83,14.67,7.75,4,13.07,2,44.97,43.56,40.86,221.58,28.85,25.27,20.34,81.83,23,19.54,,,6,,,
63090,Clarenceville School District,87,26.1,1.2,1.8,2,,2.9,2,5.7,11.2,7.4,34.14,7.7,5.9,0.53,6,3.7,2,,,1.4,,,0.6
63100,Novi Community School District,330.74,15.06,5,9.75,8,4.1,10.33,5.81,20.1,42.42,10.23,100.78,21,21,16,33.6,8.1,,1.8,,5.5,,,1
63110,Oxford Community Schools,223.79,25.13,6,6,1.14,1,6.95,4.35,14.16,21.9,14.13,122.85,11.82,15.74,6.84,24.25,6.54,0.04,10.74,,1,,,3.5
63130,"Hazel Park, School District of the City of",170.49,35.86,3,4,5,1,8,5,12.32,27,37.53,82.29,39.74,11.16,8,46.97,11.6,2,4.25,,2,,,
63140,Madison District Public Schools,64.83,14.58,,2,,2.34,2,1,8.1,9.62,2.33,22.75,3.6,,8.97,1,2,2,0.6,,1,,,
63150,Troy School District,621.77,47.72,4.3,17.5,9.5,6.25,10,5,56.15,69.9,25.4,326.51,18.3,24.8,31,35.94,24.7,74.74,3,,8.4,,,
63160,West Bloomfield School District,274.39,36.19,3,11,6,9.55,7,3.83,16.65,41.59,21.66,162.92,18.1,27.16,10.18,68.95,16.35,1.8,4.2,,2.35,,,
63180,Brandon School District in the Counties of Oakland and Lapeer,140.18,15.28,3,3,0.8,2.33,7.05,1.95,6,22.86,13.17,61.75,11.2,9.5,3,2.8,6.43,2.8,,,3,,,1
63190,Clarkston Community School District,324.6,69.92,5.35,9.85,5.5,5,9.1,1.25,18.41,32.68,24.09,134.52,44.41,14.14,15.5,78.2,19.09,1.1,,,2,,,2
63200,Farmington Public School District,508.13,63.25,11,19.6,10.5,,9.1,8.06,31,73.27,31.64,241.13,59.4,44.1,31.3,141.8,37.5,10,23.6,,7.9,,,5
63210,Holly Area School District,151.35,11.05,2.55,5.2,,,5,2.5,9.1,22.1,3,108.85,21.55,9.35,10.7,58.9,6.7,1,,,3,,,
63220,Huron Valley Schools,431.76,42.4,1.2,12.4,3.8,8.6,20.2,5,26.2,65,27.5,452.73,34.5,10.7,32,89.5,18.8,,6.7,,3,,,1
63230,Lake Orion Community Schools,344.18,52.29,15.89,10.93,9,,3.94,3.14,32.97,55.61,25.46,151.83,27.05,29.99,15.2,44,17.15,1.2,1,,5,,,1
63240,South Lyon Community Schools,328.88,9.4,4.57,7.6,4,2.23,11.2,3.5,21.5,49.39,14.18,169.78,29.3,1,23.7,18.12,12.8,1.06,,,3,,,1
63250,"Oak Park, School District of the City of",162,12.81,1,5,1,1,1,17,13.25,15.32,10.57,93.64,26.5,,5,17,8.25,8,,,1,,,
63260,Rochester Community School District,688.49,110.88,13.36,28.9,20.4,,11.01,4.14,53.6,98.54,53.28,326.11,41.1,58.8,43.3,167.75,39.7,0.3,11.3,,7,,,
63270,Clawson Public Schools,86.8,48.3,0.2,2.5,1,2,2,1,8.34,14.71,7.1,49.82,21.8,1,5.7,,7.95,0.6,,,2.4,,,1
63280,Lamphere Public Schools,138.78,22.1,3.97,3,3.25,,3,2,12.55,21.49,1,75.24,24.17,2.83,3.3,29.3,6.9,,1.2,,2.9,,,1
63290,Walled Lake Consolidated Schools,645.64,136.04,,24,6,19.29,15.41,3,45.2,85,75.64,291.3,63.3,33.7,30.6,,20.7,2,3.2,,7.6,,,
63300,Waterford School District,469.71,49.3,2,21,,4,13,3,45.35,90.85,35.75,388.05,51.48,53.81,25,25,48.85,105.65,3.52,,7,,,
63900,Sarah J. Webber Media Arts Academy,1,,0.1,,,,,,1,1,,,,,,,,,,,,,,
63901,AGBU Alex-Marie Manoogian School,23.4,2.2,,1,,,2.25,0.2,,4,2.5,1.59,1.6,,,,,,,,,,,
63903,Academy of Southfield,15,,,,,,,,3,1,1,2,1,,,,1,,,,,,,1
63906,Pontiac Academy for Excellence,52,3,,1,,1,2,,6,8.5,13.5,13.9,10,,,,3,4,,,3,,,2
63907,Great Lakes Academy,16.8,1,,,,,1,,2,1,0.43,3.4,,1,0.39,,,,,,,,,
63909,Oakside Scholars Charter Academy,25.5,2.85,,,1,,4.01,,,2.38,,5.5,1.5,,,,0.4,,,,,,,
63910,Dr. Joseph F. Pollack Academic Center of Excellence,48,5.8,1,,,,2.95,1,2.25,4,6,7,1,,1,1,0.9,2,,,1,,,
63911,Holly Academy,50.35,7.15,,,,0.05,2.01,1,3,2.5,3,7,1,4,2,,0.4,2.6,,,,,,
63912,Oakland International Academy,35,9,,,,,0.1,,3,4,5,6,2,,,,0.47,,,,,,,
63913,Walton Charter Academy,38.6,7.45,,,0.4,,5.26,,,2.88,,7.9,3,,0.9,6.34,1.5,,,,,,,
63914,Advanced Technology Academy,78.58,8.58,1.44,4,,0.64,2.49,0.87,11.48,5.97,6.52,14.71,6.86,,,0.65,0.6,,,,1.35,,,2.15
63915,Arts and Technology Academy of Pontiac,25,11,,,,,0.1,1,0.9,1,3,6,1,1,,,1,,,,,,,1
63916,Academy of Waterford,11,,,,,,,,2,1,2,2,2,,,,,,,,,,,1
63917,Bradford Academy,55,5,2,1,,,2.2,,2,3,4,14,8,,,,2,,,,,,,
63918,Laurus Academy,31.1,8.92,,,0.5,,4.01,,,2.38,,4.64,4,,0.8,2.64,1.6,,,,,,,
63920,Life Skills Center of Pontiac,5,,0.5,,,,0.75,,1,1,1.25,2,2,,,,,,,,,,,
63921,Crescent Academy,57.26,16.91,,1.75,,,0.2,,1.8,12.26,0.7,30.55,2,,1.5,,2.4,0.5,,,,,,2
63922,Great Oaks Academy,33.88,7.15,,,,,4.01,,,2.33,,3.87,3,,0.9,,1.4,,,,,,,
63923,Four Corners Montessori Academy,17,14.5,,,,,0.2,,1,2,,1.5,1.5,,,,,,,,,,,
63924,Michigan Mathematics and Science Academy,33.1,3,,,,,1,,1.9,3,1,3,1,,,,,,,,,,,2
63925,Taylor International Academy,22,3,1,,,,0.05,1,0.95,2.78,5.25,3.55,1.9,,0.1,,0.08,0.59,,,,,,
63926,Faxon Language Immersion Academy,8.25,,,,,,,,1.75,,,,,,,,,,,,,,,
63927,Michigan School for the Arts,19,,,,,,,,2,1.5,,2,,,1,,,,,,,,,
63928,Momentum Academy,4,,,,,,0.95,,1,,,0.5,1,,,,,,,,,,,
63929,Waterford Montessori Academy,4,3,,,,,1,,,1.3,,1,,,,,,,,,,,,
63930,Nexus Academy of Royal Oak,4,,,1,,,1.14,,,1,,,,,,,,,,,,,,
63931,Oakland FlexTech Academy,3.5,,,1,,,0.1,,1,1,,,,,,,0.1,,,,,,,
63932,Deer Trail Academy (SDA),10,1,,1,,,0.1,,1,2,2,1,,,,,1,,,,,,,
63933,Jefferson International Academy,4,,,,,,0.05,,0.95,1,0.6,1,0.3,,,,0.08,,,,,,,
63934,Kingsbury Academy,14.4,1,1,,,,0.1,,1,1,2,2.5,1,,,,0.2,,,,,,,
64040,Hart Public School District,66.32,23.62,1.5,2.75,,,1.51,1,5,23.56,8.37,56.25,5.33,2.67,,6.5,1,,,,2.88,,,2.44
64070,Pentwater Public School District,16.18,2.57,1.5,,,,1.1,1.01,,1.25,4.87,5.9,1.16,,,,,,,,0.1,,,
