DCODE,DNAME,TEACHER,INST_AID,INST_SUP,GUIDANCE,LIB_SPEC,LIB_SUPP,LEA_ADM,LEA_SUPP,SCH_ADM,SCH_SUPP,STU_SUPP,OTH_SUPP,SE_INSTR,SE_SUBJ,SE_CONS,SE_AID,SE_SUPP,SE_OTH,CT_TEACH,CONS,LEA_DIR,COORD,SUPERVSR,SCH_DIR
82729,South Canton Scholars Charter Academy,30,4.02,,,1,,4.01,,,2.31,,2.88,1.5,,0.4,3.14,1.1,,,,,,,
82730,American International Academy,9.5,3,,,,,1,,1,1,2.8,2.5,2,,,,,,,,,,,
82731,GEE Edmonson Academy,19,3.6,,,,,0.12,,2,1.75,1,5,2,,,,,,,,,,,
82732,GEE White Academy,23,8.6,,,,,0.12,,2,1.75,3,9,2,,,,,,,,,,,
82733,EMAN Hamilton Academy,17,3,,1,,,0.2,,2,2,2.5,2,1,,1,,,,,,,,,
82734,New Paradigm Glazer Academy,9,,,,,,0.5,,0.5,1,1,1,,,,,,,,,,,,
82735,New Paradigm Loving Academy,11,0.5,,,,,1,,,,1.5,2,,,,,,,,,,,,
82736,Starr Detroit Academy,24,,1,,,,,,,2,2,1,,,,,,,,,,,,2
82738,Academy of International Studies,3,,0.5,,,,0.05,,0.95,2,,1.95,0.55,,,,0.2,,,,,,,
82739,Detroit Innovation Academy,7,,,,,,0.5,1,1,,,0.25,1,,,,,,,,,,,
82741,Cornerstone Health School,2,,1,,,,0.05,,1.15,0.5,2.05,,,,,,,,,,,,,
82742,Madison-Carver Academy,5,,,,,,0.08,,1.24,0.5,,0.8,,,,,,,,,,,,
82743,Plymouth Scholars Charter Academy,26,2.25,,,1,,4.01,,,2,,1.6,1.5,,0.5,1.31,1,,,,,,,
82744,Escuela Avancemos!,4,,,,,,,,,,1,,,,,,,,,,,,,
82745,Caniff Liberty Academy,12,,,,,,0.2,,1,2,1,,,,1,,,,,,,,,
82746,W-A-Y Academy,10,,,,,,0.1,,0.5,,21.9,,,,,,,,,,,,,0.5
82747,International Preparatory Academy-MacDowell Campus,16.5,2,0.5,,,,0.2,,1.8,5,2,3,1,,2,,1,3,,,,,,1
82748,Rutherford Winans Academy,13,1,1,,,,2,1,,1,,3,1,,,,,,,,,,,
82749,Highland Park Public School Academy,30,12.38,4,2,,,0.02,1,2.98,3.94,3,6.45,5,,0.95,2.44,1.2,,,,,,,
82750,Wolverine Academy (SDA),5,,,,,,0.2,,2,2,,,,6,6,,,,,,,,,
82751,Michigan Educational Choice Center,52,2,,,,,,1,3,4,6,1,3,,1,,,1,,,,,,
82752,Capstone Academy Charter School (SDA),2,,,,,,0.5,,1,,1,,,1,,,,,,,,,,
82753,Andrew Young Early College Academy,4,2,,,,,1,,1,1,,4,,,,,,,,,,,,
82902,Casa Richard Academy,6.5,,,,,,0.3,,1.2,2,,1.5,1,,,,,,,,,,,0.5
82903,Aisha Shule/WEB Dubois Prep. Academy School,9.2,2.5,,,,,,,3,1,,2.75,,,,,,,,,0.05,,,
82904,Plymouth Educational Center Charter School,57.7,,,1,,,2,,3,1.7,3,18.9,2,,,,,1,1,,0.3,,,1.5
82905,Nataki Talibah Schoolhouse of Detroit,19,3,0.75,,,,1,,2.05,,1,4,,,,,,,,,,,,
82907,Michigan Technical Academy,57,13.7,2,,,,1.75,4,6,1,5,26.95,4,,2,,4,,,,2.75,,,1
82909,Detroit West Preparatory Academy,11,6.8,,0.2,,,0.2,,3,1.62,1.4,4.8,1,,,,1,,,,,,,
82910,"Martin Luther King, Jr. Education Center Academy",18,2,,,,,1,,1.1,1.4,1.4,1,,,,,,,,,,,,
82911,Gaudior Academy,15.95,7.5,,,,,0.2,1,1.8,3.2,1.4,2.98,,,,,,,,,,,,1
82913,Woodward Academy,41.5,6,1,,,,5.95,2,1.05,3.5,2,13,2,,0.5,,1,1,,,2,,,
82915,Eaton Academy,27,8,,1,,1,0.1,,2.01,1,2,8,2,,,,,,,,,,,
82916,Summit Academy,21.2,17.44,1,,,,0.2,,2.5,1.75,,14.69,5,,1,,,,,,,,,1
82918,Cesar Chavez Academy,106.38,29.26,4,,,,0.03,4.92,7.97,5.67,2,30.93,10.5,,1.25,16.18,6.11,,,,,,,
82919,Commonwealth Community Devel. Academy,11.58,1.13,1,,,,2.5,,0.5,2,,4.35,,,,,,,,,,,,
82921,Academy for Business and Technology,38.85,8.58,2,1,,,0.02,,2.98,4.12,2.3,7.52,4,,0.85,3.26,2.3,,,,,,,
82922,Nsoroma Institute,11.5,2,,,,,1,,0.05,,1,5.25,1,,0.25,,,,,,,,,
82923,Chandler Park Academy,103,1,3,4,,,1,,10,14,15.8,42.75,,,4,,1,,,,,,,
82924,Marvin L. Winans Academy of Performing Arts,71.5,11,2,1,,,1,,4,18,10,7.5,2,,3,,,1,,,,,,1
82925,Detroit Community Schools,48,4,,0.8,,,7,,4.75,7.5,4,12.2,4,,,,1,,,,2,,,
82926,Henry Ford Academy,23.4,1,,1.5,,,1,,1.1,2,5.35,,1,,1.5,,,,,,,,,1
82927,HEART Academy,7.75,,,1,,,0.5,,1.25,1,,,1,,,,1,,2,,,,,
82928,The Dearborn Academy,26,9,,,,,2,,3,2,1,8.75,,1,0.25,3,2.25,5,,,,,,1
82929,Detroit Academy of Arts and Sciences,40,6,1,,,,3,,5,3,7,6,4,,,,,,,,1,,,
82930,Dove Academy of Detroit,28,5.5,,,1,,0.5,,1,1,0.5,,,0.5,,,1,,,,,,,
82933,Timbuktu Academy of Science and Technology,11,2,,,,,2,,2,1,6,1,,,1,,,,,,,,,
82937,George Crockett Academy,22.35,2.72,1.04,,,,0.01,1.66,1.37,1.83,1.46,3.12,2.15,,0.4,0.84,1.64,,,,,,,
82938,Summit Academy North,76.4,32.01,5,,,,1.2,0.5,11.33,10.43,7.93,25.3,7,,1,,4,0.88,,,,,,
82939,Pierre Toussaint Academy,14.25,9.67,,1,,,0.01,1,2.49,1,1,4.74,,,0.15,0.88,0.14,,,,,,,
82940,Voyageur Academy,40.4,10.9,1.57,,,,0.02,2.63,2.84,4.7,1.8,23.72,3.7,,0.3,5.41,2.5,,,,,,,
82941,Star International Academy,85.24,15.55,,1.9,,,1.91,0.87,25.62,7.04,17.99,21.68,1.37,,0.74,,2.06,,,,1.76,,,
82942,Hope Academy,30,7,,,,,0.1,,1.9,3,,,2,,,,1,,,,,,,1
82943,Weston Preparatory Academy,20,3.5,1,,,,0.5,,1,2,1,1.66,,,1,,,,,,,,,
82945,Edison Public School Academy,59,4,3.75,,,0.25,3,1,6.7,6,6.5,11.05,,,,,,,,,1,,,1
82947,David Ellis Academy,13,6,,,,,2,,2.05,3,2,3.6,1,,0.25,,0.25,,,,,,,1.5
82948,Ross-Hill Academy,8,5,,,,,1,,1.75,2.05,1.5,2,0.5,,,,0.1,,,,,,,
82949,Center for Literacy and Creativity,6,1,,,,,0.1,,0.9,1,2,1,1,,,,,,,,,,,
82950,Universal Academy,27.25,7.4,,1.5,,,1.37,0.33,9.04,2.18,9.43,4,0.75,0.25,0.12,,0.91,,,,0.66,,,
82953,Detroit Service Learning Academy,47.5,2,1.5,,,,,1.07,4.5,4,9,8.13,,,5.5,5,0.7,,,,,,,2
82955,Allen Academy,40.6,20.34,1,,,,0.01,1.62,4.49,2.88,3,14.41,3,,0.53,2.6,2.9,,,,,,,
82956,Old Redford Academy,113,10.5,1,1,1,,4,4.5,11,12.5,16,41.75,11,,,,,,,,,,,
82957,Hope of Detroit Academy,13.75,5.22,1.12,,,,0.01,1.06,2.09,2.24,0.12,5.29,1.18,,,2.78,0.1,,,,,,,
82958,Joy Preparatory Academy,18,8.48,,,,,0.01,,1.99,3.17,1,8.5,1.75,,0.2,0.8,1.1,,,,,,,
82959,West Village Academy,19.5,4,1,,,,1,,3,3,0.95,3,1,,,,1,,,,,,,1.05
82962,New Beginnings Academy,13,2,,0.5,,,0.49,1,0.01,,3,0.9,,,,,,,,,0.5,,,
82963,George Washington Carver Academy,18,6,,,,,1,1,3,1,2,9.63,1,,,,,,,,,,,
82967,Metro Charter Academy,33.56,7.78,,,,,4.01,,,2.39,,2.64,3,,1,1.76,1.4,,,,,,,
82968,Canton Charter Academy,31.25,4.55,,,1,,4,,0.01,2.69,,3.03,1.5,,0.7,2.64,0.95,,,,,,,
82969,Creative Montessori Academy,27,30,1,,,,0.2,,2,2,,2,3,,,,,,,,,,,
82970,Warrendale Charter Academy,40,4.81,,,,,3.61,,0.9,2.26,,4.07,3,,0.7,,1.2,,,,,,,
82971,Blanche Kelso Bruce Academy,56,22.4,,6.3,,,1.6,0.5,10,10,2.6,3,0.5,2,6.9,,7.4,,,,,,,
82973,Trillium Academy,36,5.5,,2,,,1.51,,3.99,2.5,5.5,2,4,,,,3,1,,,,,,
82974,Detroit Merit Charter Academy,38.4,7.88,,,0.1,,4.02,,,2.46,,3.5,2.5,,1,1,1.5,,,,,,,
82975,Riverside Academy,57,33.25,2,,,,0.12,,5,8.5,3.25,14.67,2,,1,,0.4,,,,,,,
82976,Keystone Academy,33.51,4.56,,,1,,5.01,,,2.38,,2.13,2,,0.8,0.88,1.08,,,,,,,
82977,Hamtramck Academy,26.5,7.18,,,1,,3.01,,,2.38,,3.4,1.5,,0.3,,1.25,,,,,,,
82979,Detroit Enterprise Academy,33.5,9.07,,,,,4.11,,,2.54,,4.28,2.5,,0.9,,1.15,,,,,,,
82981,American Montessori Academy,20.1,25.66,2,,,,0.2,,4,4.9,3,6.12,2,,1,,2,,1,,,,,
82982,Universal Learning Academy,36.93,9.49,,0.5,,,1.09,0.36,9.6,2.8,11.2,6.9,0.66,,0.25,,1.03,,,,0.73,,,0.5
82983,Bridge Academy,37,19.75,0.5,,,,0.12,,4,4.5,2.25,15.2,2,,,,0.8,,,,,,,
82984,Dr. Charles Drew Academy,20,5,1,,,,1.2,,1,2,,1,,,,,,,,,,,,
82985,Detroit Premier Academy,34.01,12.65,,,,,4.01,,,2.26,,6.04,2,,0.7,2,1.3,,,,,,,
82986,Hanley International Academy,29,2,,,,,1.3,,3.4,4,9,6,3.3,,1,,1,,,,,,,
82987,Frontier International Academy,13,8,,,,,0.12,,2,1.75,3.25,7.75,1,,,,0.5,,,,,,,
82988,Discovery Arts and Technology PSA,15,2,,,,,,,2,1,1,0.5,1,,,,1,,,,,,,
82989,Covenant House Academy Southwest,8,,,,,,0.33,,2,2,1.67,1,1,,,,,,,,,,,
82990,Covenant House Academy East,4.5,3,,,,,0.34,,2,2,2.99,,1,,1,,,,,,,,,
82991,Covenant House Academy Central,7.5,1,,,,,0.34,,2,1.34,3.83,,1,,,,,,,,,,,
82992,Northpointe Academy,21,3,,,,,1,,1,2,1,3.48,1,,1,1,,,,,,,,
82994,David Ellis Academy West,27,11,3,,,,2,,3.55,3,1,8.45,1.7,,0.75,,0.5,,,,,,,0.5
82995,Taylor Exemplar Academy,31,9.68,,,1,,4.5,,0.01,2.31,,3.03,2,,1,1.76,1.2,,,,,,,
82996,Clara B. Ford Academy (SDA),12.6,3,,1,,,0.2,,1,1,,0.09,2.1,,,,1.2,1,,,,,,
82997,Flagship Charter Academy,30.51,7.04,,,1,,5,,0.01,2.25,,3.66,3,,2,0.88,1.3,,,,,,,
82998,ACE Academy (SDA),13,3,1,,,,0.6,,0.5,1,4.5,,,1,,1,,,,,,,,
83000,Wexford-Missaukee ISD,4,12.8,1,2,,,4.8,3,8.01,13.01,,16.62,8,5,23.7,6.58,14.05,22.81,18.5,,4,,,
83010,Cadillac Area Public Schools,146.25,15.86,4.75,3.8,1,0.5,2,2,9.4,14.2,19.5,62.07,1.1,13.22,,,,,,,,,,2.2
83060,Manton Consolidated Schools,44.8,6.7,0.5,1,,,2,,7.5,7.9,1.9,24.2,0.8,3,,5.5,0.75,,,,,,,1
83070,Mesick Consolidated Schools,34,7,,1,,,3.01,1,,4.02,2.08,15.74,4,1,,,1,,,,3,,,
84050,Michigan School for the Deaf,1,,,1.2,,1,,4,2,5.5,5.1,28.5,4,18,,,1,3,,,,,,
84060,Education Achievement System-EAS,200,,,12,1,,8,,27,,9,185,,,,,,,,,3,,,
,,,,,,560.56,557.94,,,,,,,,,,,,,,,,,,
